"de_temperature","de_radiation_direct_horizontal","de_radiation_diffuse_horizontal","timestamp","id","de_solar_generation_prediction"
"5","0","0","2024-02-02 03:55:00+00",1702,"0"
"5","0","0","2024-02-02 04:00:00+00",1703,"0"
"5","0","0","2024-02-02 04:05:00+00",1704,"0"
"5","0","0","2024-02-02 04:10:00+00",1705,"0"
"5","0","0","2024-02-02 04:15:00+00",1706,"0"
"5","0","0","2024-02-02 04:20:00+00",1707,"0"
"5","0","0","2024-02-02 04:25:00+00",1708,"0"
"5","0","0","2024-02-02 04:30:00+00",1709,"0"
"5","0","0","2024-02-02 04:35:00+00",1710,"0"
"5","0","0","2024-02-02 04:40:00+00",1711,"0"
"5","0","0","2024-02-02 04:45:00+00",1712,"0"
"5","0","0","2024-02-02 04:50:00+00",1713,"0"
"5","0","0","2024-02-02 04:55:00+00",1714,"0"
"5","0","0","2024-02-02 05:00:00+00",1715,"0"
"5","0","0","2024-02-02 05:05:00+00",1716,"0"
"5","0","0","2024-02-02 05:10:00+00",1717,"0"
"5","0","0","2024-02-02 05:15:00+00",1718,"0"
"5","0","0","2024-02-02 05:20:00+00",1719,"0"
"5","0","0","2024-02-02 05:25:00+00",1720,"0"
"5","0","0","2024-02-02 05:30:00+00",1721,"0"
"5","0","0","2024-02-02 05:35:00+00",1722,"0"
"5","0","0","2024-02-02 05:40:00+00",1723,"0"
"4","0","0","2024-02-02 05:45:00+00",1724,"0"
"4","0","0","2024-02-02 05:50:00+00",1725,"0"
"4","0","0","2024-02-02 05:55:00+00",1726,"0"
"4","0","0","2024-02-02 06:00:00+00",1727,"0"
"4","0","0","2024-02-02 06:05:00+00",1728,"0"
"4","0","0","2024-02-02 06:10:00+00",1729,"0"
"4","0","0","2024-02-02 06:15:00+00",1730,"0"
"4","0","0","2024-02-02 06:20:00+00",1731,"0"
"4","0","0","2024-02-02 06:25:00+00",1732,"0"
"4","0","0","2024-02-02 06:30:00+00",1733,"0"
"4","0","0","2024-02-02 06:35:00+00",1734,"0"
"4","0","0","2024-02-02 06:40:00+00",1735,"0"
"4","0","0","2024-02-02 06:45:00+00",1736,"0"
"4","0","0","2024-02-02 06:50:00+00",1737,"0"
"4","0","0","2024-02-02 06:55:00+00",1738,"0"
"4","0","0","2024-02-02 07:00:00+00",1739,"0"
"4","0","0","2024-02-02 07:05:00+00",1740,"0"
"4","0","0","2024-02-02 07:10:00+00",1741,"0"
"4","0","0","2024-02-02 07:15:00+00",1742,"0"
"4","0","0","2024-02-02 07:20:00+00",1743,"0"
"4","0","0","2024-02-02 07:25:00+00",1744,"0"
"4","0","0","2024-02-02 07:30:00+00",1745,"0"
"4","0","0","2024-02-02 07:35:00+00",1746,"0"
"4","0","1","2024-02-02 07:40:00+00",1747,"82.34897574153183"
"4","0","1","2024-02-02 07:45:00+00",1748,"82.34897574153183"
"4","0","1","2024-02-02 07:50:00+00",1749,"82.34897574153183"
"4","0","2","2024-02-02 07:55:00+00",1750,"82.34897574153183"
"4","0","2","2024-02-02 08:00:00+00",1751,"82.34897574153183"
"4","0","2","2024-02-02 08:05:00+00",1752,"82.34897574153183"
"4","0","9","2024-02-02 08:10:00+00",1753,"316.149441365058"
"4","0","6","2024-02-02 08:15:00+00",1754,"119.57585854998251"
"4","0","14","2024-02-02 08:20:00+00",1755,"406.80826988526496"
"4","0","10","2024-02-02 08:25:00+00",1756,"316.149441365058"
"4","0","19","2024-02-02 08:30:00+00",1757,"406.80826988526496"
"4","0","18","2024-02-02 08:35:00+00",1758,"406.80826988526496"
"4","0","20","2024-02-02 08:40:00+00",1759,"406.80826988526496"
"4","0","22","2024-02-02 08:45:00+00",1760,"823.0791897956788"
"4","0","25","2024-02-02 08:50:00+00",1761,"823.0791897956788"
"4","0","24","2024-02-02 08:55:00+00",1762,"823.0791897956788"
"5","0","27","2024-02-02 09:00:00+00",1763,"832.489848775821"
"5","0","31","2024-02-02 09:05:00+00",1764,"832.489848775821"
"5","0","37","2024-02-02 09:10:00+00",1765,"1154.966254231189"
"5","0","39","2024-02-02 09:15:00+00",1766,"1154.966254231189"
"5","0","43","2024-02-02 09:20:00+00",1767,"1154.966254231189"
"5","0","46","2024-02-02 09:25:00+00",1768,"1487.4893439850048"
"5","0","45","2024-02-02 09:30:00+00",1769,"1154.966254231189"
"5","0","51","2024-02-02 09:35:00+00",1770,"1487.4893439850048"
"6","0","55","2024-02-02 09:40:00+00",1771,"1847.3403306784112"
"6","0","59","2024-02-02 09:45:00+00",1772,"1847.3403306784112"
"6","0","65","2024-02-02 09:50:00+00",1773,"2202.1941671898057"
"6","0","69","2024-02-02 09:55:00+00",1774,"2202.1941671898057"
"6","0","61","2024-02-02 10:00:00+00",1775,"1847.3403306784112"
"6","0","47","2024-02-02 10:05:00+00",1776,"1487.4893439850048"
"6","0","56","2024-02-02 10:10:00+00",1777,"1847.3403306784112"
"6","0","70","2024-02-02 10:15:00+00",1778,"2202.1941671898057"
"7","0","70","2024-02-02 10:20:00+00",1779,"2202.1941671898057"
"7","0","78","2024-02-02 10:25:00+00",1780,"2453.8915940959614"
"7","0","91","2024-02-02 10:30:00+00",1781,"2910.5803900597057"
"7","0","84","2024-02-02 10:35:00+00",1782,"2574.8615367123402"
"7","0","85","2024-02-02 10:40:00+00",1783,"2574.8615367123402"
"7","0","84","2024-02-02 10:45:00+00",1784,"2574.8615367123402"
"7","0","76","2024-02-02 10:50:00+00",1785,"2453.8915940959614"
"7","0","79","2024-02-02 10:55:00+00",1786,"2453.8915940959614"
"7","0","88","2024-02-02 11:00:00+00",1787,"2910.5803900597057"
"7","0","76","2024-02-02 11:05:00+00",1788,"2453.8915940959614"
"8","0","83","2024-02-02 11:10:00+00",1789,"2605.186769133328"
"8","0","85","2024-02-02 11:15:00+00",1790,"2605.186769133328"
"8","0","81","2024-02-02 11:20:00+00",1791,"2605.186769133328"
"8","0","79","2024-02-02 11:25:00+00",1792,"2484.2168265169485"
"8","0","70","2024-02-02 11:30:00+00",1793,"2232.519399610793"
"8","0","72","2024-02-02 11:35:00+00",1794,"2232.519399610793"
"8","0","78","2024-02-02 11:40:00+00",1795,"2484.2168265169485"
"8","0","87","2024-02-02 11:45:00+00",1796,"3023.8487860120185"
"8","0","82","2024-02-02 11:50:00+00",1797,"2605.186769133328"
"8","0","81","2024-02-02 11:55:00+00",1798,"2605.186769133328"
"8","0","80","2024-02-02 12:00:00+00",1799,"2605.186769133328"
"8","0","77","2024-02-02 12:05:00+00",1800,"2484.2168265169485"
"8","0","66","2024-02-02 12:10:00+00",1801,"2232.519399610793"
"8","0","67","2024-02-02 12:15:00+00",1802,"2232.519399610793"
"8","0","66","2024-02-02 12:20:00+00",1803,"2232.519399610793"
"8","0","89","2024-02-02 12:25:00+00",1804,"3023.8487860120185"
"8","0","84","2024-02-02 12:30:00+00",1805,"2605.186769133328"
